AtvRecreationalUsage,LtOffrdVmtDiscount,LtOffrdMpgDiscount,SnowRecPercent,SnowIcePercent,SnowRecMpg,SnowIceMpg
0.558,0.36,0.02,0.8,0.15,101,13.3
